text,location,favorite_count,retweet_count,followers_count,statuses_count,time_stamp,verified,coordinates,hashtags
"RT @davidalim: Trump: ""We’re testing everyone we need to test, and we’re finding very little problem.""  The United States is barely testing…",,0,619,2679,45371,2020-02-27 12:15:11,False,,
"RT @SecretNews: Japan’s Abe Closes Schools Nationwide; South Korea Confirms 505 New Cases, Surpassing China For First Time  https://t.co/cw…",,0,1,1416,112836,2020-02-27 12:15:10,False,,
"RT @davidalim: Trump: ""We’re testing everyone we need to test, and we’re finding very little problem.""  The United States is barely testing…",United States,0,619,87,10219,2020-02-27 12:15:10,False,,
"Japan’s Abe Closes Schools Nationwide; South Korea Confirms 505 New Cases, Surpassing China For First Time… https://t.co/LIlnabFQUd",,1,1,1416,112836,2020-02-27 12:14:34,False,,
"@robert_spalding We have said time and again that #CCPChina doesn't tell truths, but narratives. Based on transpare… https://t.co/Uvjtp5cvr2",,0,0,534,15118,2020-02-27 12:14:07,False,,#CCPChina
"RT @jodigraphics15: #COVID19 Feb. 27, 2020 - 02:15 GMT update  🔘 Total confirmed cases in Japan, Italy, Iran, South Korea &amp; on the Diamond…",Nairobi,0,8,567725,362976,2020-02-27 12:13:51,True,,#COVID19
"RT @SkyNews: ""A lot of people are going to change their behaviour.""  Professor Robert Kelly tells Sky News he thinks South Korea will keep…","ÜT: 0.503643,101.442368",0,5715,1017,3843,2020-02-27 12:13:27,False,,
"RT @Laurie_Garrett: Drone video shows long lines for masks in Daegu, South Korea -- all of these people would be better protected from #COV…",Toronto,0,323,1229,2459,2020-02-27 12:13:10,False,,
"RT @DrTaraO: 1,000,000+ sign the Blue House petition calling for the impeachment of #MoonJaein for poor handling of the #WuhanVirus (#COVID…","ÜT: 0.503643,101.442368",0,36,1017,3843,2020-02-27 12:12:43,False,,"#MoonJaein, #WuhanVirus"
"RT @rhokilpatrick: China and the @WHO accused Taiwan of overreacting when they blocked arrivals from China. The results?  Korea: 1,595 #COV…",Hong Kong,0,573,1543,4480,2020-02-27 12:12:42,False,,
"RT @nktpnd: It seems likely that, among developed countries, South Korea has the highest political will and capacity to diagnose and confir…","College Park / Annapolis, MD",0,175,1687,89519,2020-02-27 12:12:28,False,,
"RT @rhokilpatrick: China and the @WHO accused Taiwan of overreacting when they blocked arrivals from China. The results?  Korea: 1,595 #COV…",Hong Kong,0,573,338,3456,2020-02-27 12:12:24,False,,
"RT @DrEricDing: Epic fail... #TESTVIRUSNOW: “While South Korea has run more than 35,000 coronavirus tests, the United States has tested onl…","Nebraska University, Arkansas",0,344,2799,26391,2020-02-27 12:12:19,False,,#TESTVIRUSNOW
"RT @rhokilpatrick: China and the @WHO accused Taiwan of overreacting when they blocked arrivals from China. The results?  Korea: 1,595 #COV…",Norway,0,573,94,808,2020-02-27 12:12:08,False,,
"RT @Laurie_Garrett: Drone video shows long lines for masks in Daegu, South Korea -- all of these people would be better protected from #COV…",London,0,323,2616,22178,2020-02-27 12:11:43,False,,
"RT @rhokilpatrick: China and the @WHO accused Taiwan of overreacting when they blocked arrivals from China. The results?  Korea: 1,595 #COV…",,0,573,31,835,2020-02-27 12:11:41,False,,
"RT @DrTaraO: 1,000,000+ sign the Blue House petition calling for the impeachment of #MoonJaein for poor handling of the #WuhanVirus (#COVID…",Incheon,0,36,6020,81512,2020-02-27 12:11:05,False,,"#MoonJaein, #WuhanVirus"
"RT @disclosetv: BREAKING - South Korea reports 505 new #COVID19 cases, bringing the total number of coronavirus infections to 1,766: Yonhap…",,0,23,663,47790,2020-02-27 12:10:50,False,,#COVID19
