timestamp,tweet_text,username,all_hashtags,followers_count
2020-02-24 19:39:26,"Coronavirus will ""decrease earnings and growth"" around the world, analyst says https://t.co/ndBEbxI9SW #coronavirus #2019nCoV #virus #chinavirus #wuhan #sos #COVID19",misskatiele,"['coronavirus', '2019nCoV', 'virus', 'chinavirus', 'wuhan', 'sos', 'COVID19']",69,Vietnam,576,False,,1,1
2020-02-24 19:38:35,"#Italy is now the European epicentre for the novel #coronavirus that originated in #Wuhan, #China. https://t.co/opd4Kl2o5V #COVID19",jftaveira1993,"['Italy', 'coronavirus', 'Wuhan', 'China', 'COVID19']",1722,Portugal,82265,False,,1,1
2020-02-24 19:32:32,@GerberKawasaki Check out Italy. It's just ... incoming... #coronavirus #Wuhan #China,SilentTits,"['coronavirus', 'Wuhan', 'China']",12,In My Head,426,False,,0,0
2020-02-24 19:31:08,"Can someone confirm this is an actual footage from #China ? I wonder if it true, why so many crows are on the street. I remembered about 2 weeks ago a lot of videos claiming that flocks of crow invading #Wuhan. Do they follow dead? #coronavirus #COVID19 https://t.co/wslB4Fzovd",elmundodejezus,"['China', 'Wuhan', 'coronavirus', 'COVID19']",17,El Mundo,76,False,,1,0
2020-02-24 19:30:15,Stock up now with non-perishable food from Prime Pantry here: https://t.co/CeoWtiFDQO   #ad #coronavirus #coronaoutbreak #flu #corona #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19 #wuhan #china #outbreak #CoronavirusUSA #pandemic,mystylehfb,"['ad', 'coronavirus', 'coronaoutbreak', 'flu', 'corona', 'virus', 'CoronavirusOutbreak', 'coronaviruswuhan', '2019nCoV', 'COVID19', 'wuhan', 'china', 'outbreak', 'CoronavirusUSA', 'pandemic']",5707,United States,9693,False,,0,1
2020-02-24 19:30:00,"Xiaogan, Hubei, Brave police collect volunteers for quarantine. Decisive action from the central government and rule of law are essential  #coronavirus #CoronavirusOutbreak #Wuhan #coronavirusaustralia #CoronaVirusCanada #RuleOfLaw",PrimitiveTube,"['coronavirus', 'CoronavirusOutbreak', 'Wuhan', 'coronavirusaustralia', 'CoronaVirusCanada', 'RuleOfLaw']",131,Cambodia,264,False,,1,1
2020-02-24 19:30:00,"Coronavirus in North Korea could be 'much more lethal' than in China, health experts warn... #NorthKorea #China #Wuhan #Coronavirus #COVID #COVID19 #CoronavirusOutbreak #COVID2019 https://t.co/R2UyUgsBrH",TPE_connect,"['NorthKorea', 'China', 'Wuhan', 'Coronavirus', 'COVID', 'COVID19', 'CoronavirusOutbreak', 'COVID2019']",631,online,37765,False,,1,2
2020-02-24 19:30:00,"Meanwhile, 102 #HongKong passengers onboard #DiamondPrincess arrived #HanedaAirport in #Tokyo, they took the govt-chartered flight with 8 health officials back home.  #COVID #COVID19 #China #wuhan #冠状病毒 #coronavirus #CoronavirusOutbreak #Wuhan #coronaviruschina",RoutVanna,"['HongKong', 'DiamondPrincess', 'HanedaAirport', 'Tokyo', 'COVID', 'COVID19', 'China', 'wuhan', '冠状病毒', 'coronavirus', 'CoronavirusOutbreak', 'Wuhan', 'coronaviruschina']",500,"Saint-Usage, France",61,False,,0,1
2020-02-24 19:29:45,CORONAVIRUS UPDATE: CASES EXPLODE IN SOUTH KOREA AS THE COMING ECONOMIC ... https://t.co/92aUWzkwKc via @YouTube #MondayMotivation #MondayThoughts #Coronavirus #StockMarketCrash #BreakingNews #Trending #Iran #Wuhan #DowJones,adrianhayworth,"['MondayMotivation', 'MondayThoughts', 'Coronavirus', 'StockMarketCrash', 'BreakingNews', 'Trending', 'Iran', 'Wuhan', 'DowJones']",4697,Southwest USA,1358,False,,0,1
2020-02-24 19:27:52,"the corona virus could result in the deaths of 100,000,000 people across the globe. as a result its name has now been changed to Socialism #wuhan #coronavirus #joke #hippo #socialism #pragueflatearthsociety #comedy #standupcomedy",PFES_comedy,"['wuhan', 'coronavirus', 'joke', 'hippo', 'socialism', 'pragueflatearthsociety', 'comedy', 'standupcomedy']",20,"prague, czech republic",749,False,,0,0
2020-02-24 19:25:58,LOOK: Journalists at this WHO media briefing in Beijing sat spaced apart amid the #coronavirus outbreak. Remember the same group of ppl propagated the commie govt's lie &amp; cover up of #Wuhan #Virus just a few wks ago? &amp; they wonder why we don't trust them🤣 https://t.co/y5OXce9SMT,RockyWinston007,"['coronavirus', 'Wuhan', 'Virus']",17844,Nowhere,7573,False,,25,48
2020-02-24 19:20:03,"Miami man owes thousands of dollars for #coronavirus testing hospital charged $3,270 for a blood test and nasal swab https://t.co/EO4goRGjce  #alerts #travel #health #CoronavirusOutbreak #WuhanCoronavirusOutbreak  #Wuhan #2019nCoV #COVID19",GovOneStop,"['coronavirus', 'alerts', 'travel', 'health', 'CoronavirusOutbreak', 'WuhanCoronavirusOutbreak', 'Wuhan', '2019nCoV', 'COVID19']",289,"Seattle, WA",400,False,,2,3
2020-02-24 19:16:52,"Lets see if this is enforced at the province level, especially in rural areas.  https://t.co/0BX1aXWBhB  #CoronavirusOutbreak  #coronavirus #China #wuhan",CASpears1,"['CoronavirusOutbreak', 'coronavirus', 'China', 'wuhan']",69,"East Coast, USA",1056,False,,0,0
2020-02-24 19:16:37,Bill Gates: The next outbreak? We’re not ready https://t.co/HQiuemtJQT via @YouTube #coronavirus #2019nCoV #virus #chinavirus #wuhan #sos #COVID19,misskatiele,"['coronavirus', '2019nCoV', 'virus', 'chinavirus', 'wuhan', 'sos', 'COVID19']",69,Vietnam,576,False,,0,0
2020-02-24 19:15:05,"Citrus II Germicidal Deodorizing Cleaner, 22-Ounce Spray, 3-Pack by Citrus II https://t.co/te4rvJUMNK #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19 #CoronavirusUSA #pandemic #wuhan #china",mystylehfb,"['ad', 'coronavirus', 'coronaoutbreak', 'wuhanflu', 'chinaflu', 'flu', 'virus', 'CoronavirusOutbreak', 'coronaviruswuhan', '2019nCoV', 'COVID19', 'CoronavirusUSA', 'pandemic', 'wuhan', 'china']",5707,United States,9693,False,,0,0
2020-02-24 19:14:32,"Am sat with @hestherng at @guardian Live event on #HongKong, #AntiELAB #hongKongProtests, and #CoronavirusOutbreak. Looking forward to hearing from the speakers, incl @xinwenxiaojie and @taniabranigan.  #HK #WuhanCoronavirus #Covid19 #Wuhan #China #Coronavirus #2019nCoV #nCoV2019",Perseus852,"['HongKong', 'AntiELAB', 'hongKongProtests', 'CoronavirusOutbreak', 'HK', 'WuhanCoronavirus', 'Covid19', 'Wuhan', 'China', 'Coronavirus', '2019nCoV', 'nCoV2019']",982,London,2252,False,,1,1
2020-02-24 19:11:14,"#event201 was an exercise simulating a global #coronavirus pandemic &amp; took place on October 18th 2019 in #Wuhan #China On that same day 10,000 military personnel from 110 countries were there for the #MilitaryWorldGames &amp; a US men’s soccer match? #COVID19 https://t.co/bIAAkX66jw",freedomgirl2011,"['event201', 'coronavirus', 'Wuhan', 'China', 'MilitaryWorldGames', 'COVID19']",2505,,137855,False,,2,0
2020-02-24 19:08:26,IGCC Director Emeritus @SusanShirk1 comments on President Xi’s “gutsy” ousting of two top CCP officials from #Wuhan during the #coronavirus crisis in a recent article by the @nytimes https://t.co/2fLm4ZR5MI https://t.co/74jxAlJ6CG,IGCCatUCSD,"['Wuhan', 'coronavirus']",468,"San Diego, CA",489,False,,1,0
2020-02-24 19:07:50,U.S. stocks drop as investors grapple with the potential economic fallout from mounting coronavirus infections https://t.co/lfnZ5vlTfT via @WSJ #coronavirus #2019nCoV #virus #chinavirus #wuhan #sos #COVID19,misskatiele,"['coronavirus', '2019nCoV', 'virus', 'chinavirus', 'wuhan', 'sos', 'COVID19']",69,Vietnam,576,False,,1,0
2020-02-24 19:05:04,"SolidWork Safety Goggles, Safety Glasses with Clear, Fog-Free, UV Protection Coated Lenses https://t.co/s4xO6Zm5m7 ad #coronavirus #coronaoutbreak #flu #corona #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19 #wuhan #china #outbreak #CoronavirusUSA #pandemic",mystylehfb,"['coronavirus', 'coronaoutbreak', 'flu', 'corona', 'virus', 'CoronavirusOutbreak', 'coronaviruswuhan', '2019nCoV', 'COVID19', 'wuhan', 'china', 'outbreak', 'CoronavirusUSA', 'pandemic']",5707,United States,9693,False,,0,0
2020-02-24 19:05:04,"3 doctors in #China have succumbed to the #Coronavirus, as the virus that originated from #Wuhan has spread to more than 30 countries.  The latest fatalities came on the heels of the death of #PengYinhua. https://t.co/wH4pyarqU3",EpochTimesChina,"['China', 'Coronavirus', 'Wuhan', 'PengYinhua']",22638,"New York, NY",13501,False,,37,41
2020-02-24 19:00:01,"Chinese authorities slightly relaxed their month-long quarantine measures in #Wuhan, allowing some people to leave the epicentre of the country's #coronavirus epidemic https://t.co/XRqJFvySHk",arabnewspk,"['Wuhan', 'coronavirus']",16554,,18040,True,,1,1
2020-02-24 19:00:01,Chinese woman travels 675 km without any coronavirus symptoms infects five relatives... #Coronavirus #China #Wuhan #COVID #WuhanCoronavirus #CoronavirusOutbreak #COVID19 #COVID2019 #CoronavirusChina https://t.co/fTOWbFwKff,TPE_connect,"['Coronavirus', 'China', 'Wuhan', 'COVID', 'WuhanCoronavirus', 'CoronavirusOutbreak', 'COVID19', 'COVID2019', 'CoronavirusChina']",631,online,37765,False,,1,0
