tweet_text,username,location,favorite_count,retweet_count,followers_count,statuses_count,timestamp,verified,coordinates,all_hashtags
"RT @trvrb: The team at the @seattleflustudy have sequenced the genome the #COVID19 community case reported yesterday from Snohomish County,…",nkemngo,"Buea, Cameroon",0,2627,239,3677,2020-03-01 09:00:37,False,,#COVID19
"RT @COVID_19_News: BREAKING: South Korea 🇰🇷 just reported 586 new #coronavirus cases, bringing the total to 3 736 infections in the country…",peter80915922,,0,20,19,2355,2020-03-01 09:00:36,False,,#coronavirus
RT @Cov19Watch: Re-infection noticed with 14% of discharged cured patients from #coronavirus which have tested positive again for #COVID19…,Pnwowl,"Oregon, USA",0,1,5134,89777,2020-03-01 09:00:36,False,,"#coronavirus, #COVID19"
"RT @DHSCgovuk: 5⃣ In the coming days, we'll publish an updated Action Plan on the response of the health &amp; care system and the public to #C…",HenkMolenaars,"Arnhem, Nederland",0,1,1237,108577,2020-03-01 09:00:35,False,,
"RT @AdamJKucharski: Evidence from sequence data that #COVID19 may have been circulating undetected for ~6 weeks in WA, likely missed becaus…",ATHE1STP0WER,Here.In front of you.,0,40,15653,299624,2020-03-01 09:00:34,False,,#COVID19
"RT @DrJoeAbah: In the last 2 weeks, I have used the Abuja International Airport twice, London Heathrow Airport four times and Washington Du…",OmosebiOlusoji,"Lagos, Nigeria",0,1932,714,6330,2020-03-01 09:00:34,False,,
"@Road_To_Serfdom It is not only Underreporting By #China's Dr. Pon Zi, But #KimJongUn Claims #NorthKorea Has ZERO C… https://t.co/1vmIovuQO4",PlanetPonzi,"London, UK",0,0,21506,25461,2020-03-01 09:00:33,False,,"#China, #KimJongUn, #NorthKorea"
RT @OliverBecquart: What happens when you try to escape a coronavirus stop. #CoronavirusOutbreak #COVIDー19 #coronavirus #COVID19 https://t.…,itala_studios,,0,13920,43,100,2020-03-01 09:00:32,False,,"#CoronavirusOutbreak, #COVIDー19, #coronavirus, #COVID19"
"RT @DrJoeAbah: In the last 2 weeks, I have used the Abuja International Airport twice, London Heathrow Airport four times and Washington Du…",kehindeawosusi,Nigeria,0,1932,464,1253,2020-03-01 09:00:32,False,,
Understanding the victim profile in #COVID19 #coronavirus  https://t.co/u6WNX80DZ1,ArreyMcNtui,"Yaounde, Cameroon",0,0,1290,18998,2020-03-01 09:00:32,False,,"#COVID19, #coronavirus"
