title_text,Time_stamp,source
"31 Tweets That Show What It's Like On The ""Coronavirus Cruise Ship""",2020-02-11T19:24:36Z,buzzfeed
26 Pictures That Show The Extent To Just How Serious The Coronavirus Is In China,2020-02-13T21:50:15Z,buzzfeed
This Man's Facebook Page Was The First To Be Blocked Under Singapore's Fake News Law,2020-02-19T06:50:52Z,buzzfeed
Inside Facebook's Australian Fact Checking Operation,2020-02-19T02:22:44Z,buzzfeed
"The Tokyo Olympics Could *Possibly* Be Canceled Because Of Coronavirus But All Everyone Can Talk About Is ""Dick Pound""",2020-02-25T22:50:12Z,buzzfeed
Here's What You Should — And Shouldn't — Include In A Coronavirus Preparedness Kit,2020-02-27T21:38:27Z,buzzfeed
How To Assemble A Coronavirus Preparedness Kit,2020-02-27T21:52:23Z,buzzfeed
