title_text,Time_stamp,source
This Man's Facebook Page Was The First To Be Blocked Under Singapore's Fake News Law,2020-02-19T06:50:52Z,buzzfeed
Inside Facebook's Australian Fact Checking Operation,2020-02-19T02:22:44Z,buzzfeed
"The Tokyo Olympics Could *Possibly* Be Canceled Because Of Coronavirus But All Everyone Can Talk About Is ""Dick Pound""",2020-02-25T22:50:12Z,buzzfeed
Here's What You Should — And Shouldn't — Include In A Coronavirus Preparedness Kit,2020-02-27T21:38:27Z,buzzfeed
How To Assemble A Coronavirus Preparedness Kit,2020-02-27T21:52:23Z,buzzfeed
