tweet_text,username,location,favorite_count,retweet_count,followers_count,statuses_count,timestamp,verified,coordinates,all_hashtags
RT @coronaviruscare: Coronavirus re-infection is emerging as a serious challenge facing hospitals and administrators. China's Guangdong has…,4emeetage,,0,23,720,34166,2020-03-01 12:15:36,False,,
"RT @CGTNOfficial: After the first coronavirus death in the U.S., President Trump announced new travel restrictions for Italy and South Kore…",Hacikahya2,,0,59,124,2269,2020-03-01 12:15:21,False,,
63% of WuFlu cases in Korea are women !!!!!! #COVID19 #coronavirus https://t.co/iWKBSWGy7W,Trade_Haven,,0,0,436,36347,2020-03-01 12:14:43,False,,"#COVID19, #coronavirus"
"RT @CarlZha: Not sure if you can read Chinese but notice says “Neighbors, I returned frm Korea to Beijing on Feb 26. For everyone’s health,…",TenjiHides,In the Recesses of my Mind,0,86,75,15160,2020-03-01 12:13:40,False,,
RT @coronaviruscare: Coronavirus re-infection is emerging as a serious challenge facing hospitals and administrators. China's Guangdong has…,not_a_bit,Bangalore,0,23,121,3197,2020-03-01 12:13:20,False,,
"@yonhaptweet HK experienced painful SARS in 2003, and learnt wearing mask and washing hands are effective ways to p… https://t.co/8dQsHpzzDs",FreeSky75428851,,0,0,63,1728,2020-03-01 12:13:14,False,,
"RT @kyodo_english: Latest from Japan and beyond on the #coronavirus outbreak:  *China virus death toll rises to 2,870  *South Korea reports…",BakersRelay,"Spotsylvania Courthouse, VA",0,4,243,51160,2020-03-01 12:11:30,False,,#coronavirus
RT @BogochIsaac: #COVID19 - First death in the Americas; community-acquired cases in USA; exported cases from Egypt to Canada/Europe (sugge…,minniestagram,26 • they/them • white • multi,0,18,1031,219147,2020-03-01 12:11:03,False,,#COVID19
#COVID19 Members of church at centre of South Korea's coronavirus outbreak visited Wuhan: officials https://t.co/o719SZWJYP,nycht,Austria,0,0,414,5102,2020-03-01 12:10:47,False,,#COVID19
"RT @disclosetv: BREAKING - South Korea reports 586 new #COVID19 cases, now 3,736 coronavirus infections, 18 dead. The country has raised it…",tefiebaker,United States,0,34,18,887,2020-03-01 12:10:40,False,,#COVID19
President Trump announced new travel restrictions for Italy and South Korea.#COVID19 #coronavirus https://t.co/EISYL8lucD,CCTV_Plus,CHINA,1,0,27122,18595,2020-03-01 12:10:26,False,,"#COVID19, #coronavirus"
RT @coronaviruscare: Coronavirus re-infection is emerging as a serious challenge facing hospitals and administrators. China's Guangdong has…,CholaKanga,"ÜT: -15.375434,28.3655639",0,23,92,760,2020-03-01 12:10:03,False,,
"RT @coronaviruscare: BREAKING - South Korea reports 586 new #COVID19 cases. Latest numbers now are - 3,736 coronavirus infections, 18 dead.…",sssssiti,,0,6,149,66287,2020-03-01 12:09:49,False,,#COVID19
"RT @disclosetv: BREAKING - South Korea reports 586 new #COVID19 cases, now 3,736 coronavirus infections, 18 dead. The country has raised it…",dr_gsharma,India,0,34,45,3261,2020-03-01 12:09:45,False,,#COVID19
"RT @earthshakerph: JUST IN: Luxembourg, Qatar, and Ireland also confirmed their first cases of #COVID19. Countries with cases: 63  Areas wi…",enairambal,Muntinlupa City,0,129,1082,75393,2020-03-01 12:09:18,False,,#COVID19
"RT @translatorbali: South Korea expects surge in Shincheonji church infections, while China has only 3 cases outside Hubei https://t.co/3mh…",Globalnews222,Global,0,2,31,5906,2020-03-01 12:09:16,False,,
"RT @disclosetv: BREAKING - South Korea reports 586 new #COVID19 cases, now 3,736 coronavirus infections, 18 dead. The country has raised it…",gratmccall,City of Sacraments CA,0,34,788,56947,2020-03-01 12:08:26,False,,#COVID19
"RT @disclosetv: BREAKING - South Korea reports 586 new #COVID19 cases, now 3,736 coronavirus infections, 18 dead. The country has raised it…",ying_ying_love,Việt Nam,0,34,181,33640,2020-03-01 12:08:04,False,,#COVID19
"UK could shut down cities to control coronavirus outbreak like we have seen in China, Italy and South Korea, Matt H… https://t.co/UswC8L909y",FStarReports,🇪🇺,0,0,105,2777,2020-03-01 12:07:55,False,,
"RT @RH4N6: For the first time in its 236-year history, South Korea's Catholic church decided to halt masses at more than 1,700 locations na…",giorgiochidiac,,0,4,2332,48219,2020-03-01 12:07:50,False,,
"RT @RH4N6: For the first time in its 236-year history, South Korea's Catholic church decided to halt masses at more than 1,700 locations na…",ErhireMagnus,"Delta,Nigeria",0,4,2073,13876,2020-03-01 12:07:35,False,,
"RT @coronaviruscare: BREAKING - South Korea reports 586 new #COVID19 cases. Latest numbers now are - 3,736 coronavirus infections, 18 dead.…",sebteensebongie,Thailand,0,6,1417,6555,2020-03-01 12:06:40,False,,#COVID19
"RT @11GroupLtd: Well, the new situation right now.  #coronavirus #China #Italy #covid19 #Wuhanoutbreak #chinanews #virus #Corona #news #jap…",dionmacartney12,,0,46,1,2,2020-03-01 12:04:05,False,,"#coronavirus, #China, #Italy, #covid19, #Wuhanoutbreak, #chinanews, #virus, #Corona, #news"
"RT @kyodo_english: Latest from Japan and beyond on the #coronavirus outbreak:  *China virus death toll rises to 2,870  *South Korea reports…",planetscape,,0,4,5639,371906,2020-03-01 12:03:47,False,,#coronavirus
"RT @CGTNOfficial: After the first coronavirus death in the U.S., President Trump announced new travel restrictions for Italy and South Kore…",Mamman_H,,0,59,512,18092,2020-03-01 12:03:38,False,,
RT @coronaviruscare: Coronavirus re-infection is emerging as a serious challenge facing hospitals and administrators. China's Guangdong has…,WandaAlea,,0,23,7,104,2020-03-01 12:03:18,False,,
RT @bmcarthur17: Why aren’t more Americans  being tested? According to CDC only 445 Americans had been tested two days ago. The UK has test…,StraightThinkEd,,0,7,134,7416,2020-03-01 12:03:15,False,,
RT @bmcarthur17: Why aren’t more Americans  being tested? According to CDC only 445 Americans had been tested two days ago. The UK has test…,susan_kay51,Burlington NC,0,7,4453,62593,2020-03-01 12:03:10,False,,
"RT @earthshakerph: JUST IN: Luxembourg, Qatar, and Ireland also confirmed their first cases of #COVID19. Countries with cases: 63  Areas wi…",MisterVir,Australia & The Philippines,0,129,279,28864,2020-03-01 12:01:31,False,,#COVID19
RT @chidambara09: #Friendly #kissing poses #coronavirus  #dilemma in #Europe https://t.co/EdhmMGV0Ny via @washtimes   by  cOLLeeN   #bigdat…,FmFrancoise,France  Finistère Quimper,0,4,9743,169570,2020-03-01 12:01:12,False,,"#Friendly, #kissing, #coronavirus, #dilemma, #Europe"
"RT @CarlZha: Not sure if you can read Chinese but notice says “Neighbors, I returned frm Korea to Beijing on Feb 26. For everyone’s health,…",ClausHoumann,Luxembourg,0,86,4605,102841,2020-03-01 12:00:51,False,,
"RT @benjaminaengel: Lee Man-Hee and other leaders of Sincheonji, the cult responsible for a large chunk of Korea’s #COVID19 cases, have bee…",Harvard2H,"Maryland, USA",0,4,588,21902,2020-03-01 12:00:02,False,,#COVID19
RT @ayodeji_mario: #Covid19 - After China  -Serie A canceled -UK to cancel school for weeks -Teleschooling for US -Japan closes schools til…,LoveOyeyemi,,0,1,173,1705,2020-03-01 11:59:33,False,,#Covid19
"RT @ayodeji_mario: #Covid19 - Politics -Religion caused surge, S.Korea -It is a Democrats Hoax, US. -Buhari caused it, Nigeria. -It will di…",LoveOyeyemi,,0,1,173,1705,2020-03-01 11:59:29,False,,#Covid19
RT @chidambara09: #Friendly #kissing poses #coronavirus  #dilemma in #Europe https://t.co/EdhmMGV0Ny via @washtimes   by  cOLLeeN   #bigdat…,GentooBot,The Cloud,0,4,875,72042,2020-03-01 11:58:32,False,,"#Friendly, #kissing, #coronavirus, #dilemma, #Europe"
RT @chidambara09: #Friendly #kissing poses #coronavirus  #dilemma in #Europe https://t.co/EdhmMGV0Ny via @washtimes   by  cOLLeeN   #bigdat…,LinuxDreams,digitalocean,0,4,1310,96263,2020-03-01 11:58:29,False,,"#Friendly, #kissing, #coronavirus, #dilemma, #Europe"
"RT @kyodo_english: Latest from Japan and beyond on the #coronavirus outbreak:  *China virus death toll rises to 2,870  *South Korea reports…",BCWildfireWkly,"British Columbia, Canada",0,4,1085,92502,2020-03-01 11:58:12,False,,#coronavirus
RT @chidambara09: #Friendly #kissing poses #coronavirus  #dilemma in #Europe https://t.co/EdhmMGV0Ny via @washtimes   by  cOLLeeN   #bigdat…,LlnuxBot,Raspberry Pi,0,4,1260,146212,2020-03-01 11:57:16,False,,"#Friendly, #kissing, #coronavirus, #dilemma, #Europe"
"RT @HallyuWebsite: #Coronavirus #NorthKorea #Korea  Guys, this is amazing.  North Korea has an awesome #COVID19 video.  You all have to wat…",curlybo2,,0,7,95,24856,2020-03-01 11:57:14,False,,"#Coronavirus, #NorthKorea, #Korea, #COVID19"
"RT @kyodo_english: Latest from Japan and beyond on the #coronavirus outbreak:  *China virus death toll rises to 2,870  *South Korea reports…",viriyabot,Internet,0,4,881,414901,2020-03-01 11:57:02,False,,#coronavirus
"RT @GHS: Deaths from #COVID19 as of 28 Feb via @WHO #coronavirus   🌎 Total: 2,858 deaths  🇨🇳 China: 2,791 deaths  🇮🇷 Iran: 26 deaths  🇮🇹 It…",sankettwitt,City of Dreams,0,639,85,912,2020-03-01 11:57:01,False,,"#COVID19, #coronavirus"
"RT @kr3at: Update: South Korea closes churches as coronavirus tally passes 3,500  #CoronaVirus #COVID19 #CoronavirusUpdate #CoronaVirusUpda…",patrick9193,,0,8,8,696,2020-03-01 11:57:00,False,,"#CoronaVirus, #COVID19, #CoronavirusUpdate"
"Possibly similar to North Korea, ok our Government don’t plan to shoot the infected but the outcome is the same. Or… https://t.co/t6zVqutGM1",ghosttrain00,,0,0,9,314,2020-03-01 11:56:27,False,,
"Japan helped, outbreak.  Korea helped, outbreak. Iran helped, outbreak.  Italy helped, outbreak.   Who’s next?… https://t.co/VYgL0Wo88q",frankchongsh,Somewhere On Earth...,0,0,41,1735,2020-03-01 11:56:26,False,,
#Friendly #kissing poses #coronavirus  #dilemma in #Europe https://t.co/EdhmMGV0Ny via @washtimes   by  cOLLeeN… https://t.co/lkZ8qXRQ6r,chidambara09,Mysore  and  BERLIN,0,4,6269,920407,2020-03-01 11:56:22,False,,"#Friendly, #kissing, #coronavirus, #dilemma, #Europe"
"Latest from Japan and beyond on the #coronavirus outbreak:  *China virus death toll rises to 2,870  *South Korea re… https://t.co/IACGG7vI9t",kyodo_english,"Tokyo, Japan",0,4,10834,29847,2020-03-01 11:56:22,True,,#coronavirus
"RT @CGTNOfficial: South Korea reported 210 more #COVID19 cases, bringing the total to 3,736 https://t.co/uyopMKd39S",cellcaller3,🌎 Carpe Diem!,0,25,130,22925,2020-03-01 11:55:47,False,,#COVID19
RT @Trinitydraco1: #covid19 #coronavirus cases in S. Korea have risen above 3500. The way this virus spreads never ceases to amaze me. Infe…,Hermittao,On the Road Home I Hope,0,4,1366,16619,2020-03-01 11:55:42,False,,"#covid19, #coronavirus"
RT @NetworksManager: South Korea has reported the 18th death from #SARSCoV2 #coronavirus. #Covid19,MaykowskiD,"Tulsa, OK",0,5,1766,49314,2020-03-01 11:55:03,False,,"#SARSCoV2, #coronavirus, #Covid19"
RT @nCoVPerspectiv1: A month old baby is the youngest patient in South Korea  #COVID19 #CoronaVirusUpdate https://t.co/PXvyMx1og4,SpacemamaMaya,"Germany, Bavaria",0,3,1833,67070,2020-03-01 11:54:34,False,,"#COVID19, #CoronaVirusUpdate"
"RT @chr1sa: Today's #covid19 stats. Korea continues to be the global hotspot, followed by Italy and Iran. Germany showed largest jump today…",noplasticshower,planet earth,0,8,888,103593,2020-03-01 11:53:44,False,,#covid19
Most new cases (officially confirmed cases)  1. South Korea 🇰🇷: +586 2. China 🇨🇳: +576 3. Iran 🇮🇷: +385 4. Germany… https://t.co/THHSH5jJrP,CoronaCases,"Oslo, Norwegen",1,0,54,36,2020-03-01 11:51:18,False,,
"RT @benjaminaengel: Lee Man-Hee and other leaders of Sincheonji, the cult responsible for a large chunk of Korea’s #COVID19 cases, have bee…",hbdchick,,0,4,13229,161116,2020-03-01 11:51:14,False,,#COVID19
"RT @jacquemanabat: LOOK: Some Filipinos in South Korea celebrate the Sunday mass online as citizens urged to stay indoors, warned against s…",Malunggaylpo,,0,6,8,167,2020-03-01 11:50:37,False,,
RT @andrewbwiese: Love this... Korea is handling #COVID19 the way every other country should be. #coronavirus https://t.co/uMuCOs7h5M,Jeannieic,Australia,0,507,1370,60554,2020-03-01 11:49:46,False,,"#COVID19, #coronavirus"
